N° ocorrência;Data;Matrícula;Classificação;Tipo;Localidade;UF;Aeródromo;Operação;Status
80164;04/07/2021;PRKNI;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;GUARAPARI;ES;SNGA;INSTRUÇÃO;ATIVA
80161;04/07/2021;PRGOW;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
80163;03/07/2021;PTNFA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FORQUILHINHA;SC;***;PRIVADA;FINALIZADA
80156;03/07/2021;PPGSV;ACIDENTE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;CAMPINAS;SP;SDAM;PRIVADA;FINALIZADA
80155;03/07/2021;PRZFO;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;SBNV;PRIVADA;FINALIZADA
80162;02/07/2021;PROTD;INCIDENTE;COM CARGAS EXTERNAS;COARI;AM;***;ESPECIALIZADA;FINALIZADA
80154;02/07/2021;PPCHC;ACIDENTE;INDETERMINADO;ACARÁ;PA;***;PRIVADA;FINALIZADA
80169;01/07/2021;PRAQT;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;SBRP;REGULAR;FINALIZADA
80159;01/07/2021;PTCSW;INCIDENTE;OUTROS;JUIZ DE FORA;MG;SBJF;INSTRUÇÃO;FINALIZADA
80183;29/06/2021;PTWCW;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CAXIAS DO SUL;RS;SBCX;PRIVADA;FINALIZADA
80160;28/06/2021;PRPDS;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MANAUS;AM;SBEG;REGULAR;FINALIZADA
80150;28/06/2021;PTSUS;ACIDENTE;VOO CONTROLADO CONTRA O TERRENO;JEQUITAÍ;MG;***;POLICIAL;ATIVA
80158;26/06/2021;PRYRK;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RECIFE;PE;SBRF;REGULAR;FINALIZADA
80142;26/06/2021;PRJJM;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;CURITIBA;PR;SBBI;TÁXI AÉREO;FINALIZADA
80141;26/06/2021;PRTAH;INCIDENTE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;CURITIBA;PR;SBBI;TÁXI AÉREO;FINALIZADA
80166;25/06/2021;PPSEL;INCIDENTE;CONTATO ANORMAL COM A PISTA;CORUMBÁ;MS;SIMQ;PRIVADA;FINALIZADA
80143;25/06/2021;PRRTC;INCIDENTE;EXCURSÃO DE PISTA, FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PARINTINS;AM;SWPI;TÁXI AÉREO;FINALIZADA
80144;24/06/2021;PPGOU;INCIDENTE;EXCURSÃO DE PISTA, FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MARINGÁ;PR;SBMG;INSTRUÇÃO;FINALIZADA
80148;23/06/2021;PRAUF;INCIDENTE;OUTROS;RECIFE;PE;SBRF;REGULAR;FINALIZADA
80139;23/06/2021;PRTTW;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
80138;23/06/2021;PTJEH;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;NOVA XAVANTINA;MT;SWXV;PRIVADA;FINALIZADA
80137;23/06/2021;PRPDF;INCIDENTE;CONTATO ANORMAL COM A PISTA;BRASÍLIA;DF;SIQE;INSTRUÇÃO;FINALIZADA
80147;22/06/2021;PRAQT;INCIDENTE;OUTROS;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
80136;21/06/2021;PTRXT;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO BRANCO;AC;SBRB;TÁXI AÉREO;FINALIZADA
80146;19/06/2021;PRAKF;INCIDENTE;OUTROS;CONFINS;MG;SBCF;REGULAR;FINALIZADA
80140;18/06/2021;PRAUO;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BOA VISTA;RR;SBBV;REGULAR;FINALIZADA
80131;18/06/2021;PRACK;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;BATAYPORÃ;MS;***;AGRÍCOLA;FINALIZADA
80135;17/06/2021;PRYRV;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CONFINS;MG;SBCF;REGULAR;FINALIZADA
80132;17/06/2021;PRZDL;INCIDENTE GRAVE;FOGO/FUMAÇA (SEM IMPACTO);BRASÍLIA;DF;SBBR;PRIVADA;FINALIZADA
80129;17/06/2021;PRRCF;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SÃO ROQUE;SP;**NI;PRIVADA;FINALIZADA
80128;17/06/2021;PRVOM;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;DIVINÓPOLIS;MG;SNDV;INSTRUÇÃO;FINALIZADA
80134;16/06/2021;PRYRF;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;TERESINA;PI;SBTE;REGULAR;FINALIZADA
80130;16/06/2021;PRKDT;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;GOIÂNIA;GO;SBNV;INSTRUÇÃO;FINALIZADA
80151;15/06/2021;PRVSA;INCIDENTE;GERENCIAMENTO DE TRÁFEGO AÉREO (ATM), INCURSÃO EM PISTA;SÃO PAULO;SP;SBSP;PRIVADA;FINALIZADA
80127;14/06/2021;PRBRM;INCIDENTE GRAVE;GERENCIAMENTO DE TRÁFEGO AÉREO (ATM);GOIÂNIA;GO;SBNV;INSTRUÇÃO;FINALIZADA
80133;13/06/2021;PRYRB;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
80124;10/06/2021;PRARR;INCIDENTE GRAVE;INCURSÃO EM PISTA;SÃO PAULO;SP;SBSP;PRIVADA;FINALIZADA
80122;10/06/2021;PPYBA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;NÃO REGULAR;FINALIZADA
80123;08/06/2021;PRAYO;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PORTO VELHO;RO;SBPV;REGULAR;FINALIZADA
80121;08/06/2021;PRTTW;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;VITÓRIA;ES;SBVT;REGULAR;FINALIZADA
80119;08/06/2021;PTKCH;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;RONDONÓPOLIS;MT;***;PRIVADA;ATIVA
80115;08/06/2021;PSHSL;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SANTA BÁRBARA;MG;***;ESPECIALIZADA;FINALIZADA
80117;06/06/2021;PRAQE;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
80114;05/06/2021;PUFBA;INCIDENTE GRAVE;CONTATO ANORMAL COM A PISTA, EXCURSÃO DE PISTA;LINS;SP;SWXQ;EXPERIMENTAL;FINALIZADA
80120;04/06/2021;PRYJA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
80106;04/06/2021;PTZKF;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;RIO VERDE;GO;***;PRIVADA;FINALIZADA
80116;03/06/2021;PPLMT;ACIDENTE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;MORPARÁ;BA;***;PRIVADA;FINALIZADA
80108;03/06/2021;PPINQ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;NAVEGANTES;SC;SBNF;PRIVADA;FINALIZADA
80105;02/06/2021;PROTF;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CAMPOS DOS GOYTACAZES;RJ;9PBS;TÁXI AÉREO;ATIVA
80104;01/06/2021;PTNXI;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SALVADOR;BA;SBSV;PRIVADA;FINALIZADA
80099;31/05/2021;PTVEN;ACIDENTE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;MORADA NOVA DE MINAS;MG;***;PRIVADA;ATIVA
80213;30/05/2021;PTYNN;INCIDENTE;OUTROS;JUNDIAÍ;SP;SBJD;PRIVADA;FINALIZADA
80096;30/05/2021;PURID;ACIDENTE;PERDA DE CONTROLE EM VOO;PIRAQUARA;PR;SISY;EXPERIMENTAL;FINALIZADA
80098;29/05/2021;PTHSB;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PARINTINS;AM;SWPI;TÁXI AÉREO;FINALIZADA
80112;28/05/2021;PTVKU;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;SBNV;PRIVADA;FINALIZADA
80111;28/05/2021;PTEIB;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;SBNV;PRIVADA;FINALIZADA
80103;28/05/2021;*****;ACIDENTE;INDETERMINADO;NOVO HORIZONTE;SP;***;***;FINALIZADA
80097;28/05/2021;PPAGP;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBMT;TÁXI AÉREO;FINALIZADA
80210;26/05/2021;PRVNB;INCIDENTE;OPERAÇÃO A BAIXA ALTITUDE;SIDROLÂNDIA;MS;***;AGRÍCOLA;FINALIZADA
80102;25/05/2021;PRAJY;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
80145;23/05/2021;PRAYW;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
80093;22/05/2021;PRMHA;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;TERESÓPOLIS;RJ;***;REGULAR;ATIVA
80094;19/05/2021;PPCRS;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SÃO GONÇALO DO AMARANTE;RN;SBSG;PRIVADA;FINALIZADA
80089;18/05/2021;PRABN;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;LEME;SP;SDLL;AGRÍCOLA;ATIVA
80087;15/05/2021;PTJJH;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;POCONÉ;MT;***;PRIVADA;FINALIZADA
80100;13/05/2021;PTXPH;INCIDENTE;FOGO/FUMAÇA (SEM IMPACTO);GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
80092;13/05/2021;PTIIM;ACIDENTE;COMBUSTÍVEL;RIBEIRÃO PRETO;SP;SDUL;PRIVADA;FINALIZADA
80086;13/05/2021;PUVVB;ACIDENTE;IMC NÃO INTENCIONAL, PERDA DE CONTROLE EM VOO;SÃO GABRIEL DO OESTE;MS;***;PRIVADA;FINALIZADA
80085;13/05/2021;PTLVL;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SANTARÉM;PA;SNCJ;TÁXI AÉREO;FINALIZADA
80090;11/05/2021;PPYBB;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MANAUS;AM;SBEG;NÃO REGULAR;FINALIZADA
80084;11/05/2021;UR82007;INCIDENTE;EXCURSÃO DE PISTA;GUARULHOS;SP;SBGR;NÃO REGULAR;FINALIZADA
80083;11/05/2021;PRORS;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;RIACHÃO DAS NEVES;BA;***;AGRÍCOLA;FINALIZADA
80101;10/05/2021;PRYRY;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
80082;10/05/2021;PRDHG;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CURITIBA;PR;SBBI;PRIVADA;FINALIZADA
80081;09/05/2021;PTPSD;ACIDENTE;PERDA DE CONTROLE NO SOLO;TOMBOS;MG;***;PRIVADA;ATIVA
80080;08/05/2021;PRRDR;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;BELO HORIZONTE;MG;SIVB;TÁXI AÉREO;ATIVA
80078;08/05/2021;PRZIG;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;GOIÂNIA;GO;**NI;PRIVADA;FINALIZADA
80077;08/05/2021;PTVNB;ACIDENTE;OUTROS;MUNDO NOVO;GO;***;PRIVADA;FINALIZADA
80079;07/05/2021;PUATZ;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR, MANOBRA ABRUPTA;ATIBAIA;SP;***;INSTRUÇÃO;FINALIZADA
80076;07/05/2021;PTUAX;ACIDENTE;OPERAÇÃO A BAIXA ALTITUDE, PERDA DE CONTROLE EM VOO;PONTA PORÃ;MS;***;AGRÍCOLA;FINALIZADA
80075;06/05/2021;PPPIT;ACIDENTE;OPERAÇÃO A BAIXA ALTITUDE;ARAPOTI;PR;***;ESPECIALIZADA;FINALIZADA
80074;06/05/2021;PRFPR;ACIDENTE;OPERAÇÃO A BAIXA ALTITUDE;ITAITUBA;PA;***;PRIVADA;FINALIZADA
80073;06/05/2021;PRZSF;ACIDENTE;PERDA DE CONTROLE EM VOO;ARACAJU;SE;***;PRIVADA;FINALIZADA
80070;05/05/2021;PRAXA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
80071;04/05/2021;PTBOK;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;BRAGANÇA PAULISTA;SP;SBBP;INSTRUÇÃO;FINALIZADA
80066;03/05/2021;PRCBJ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ANGRA DOS REIS;RJ;SDAG;TÁXI AÉREO;FINALIZADA
80064;03/05/2021;PTHUD;ACIDENTE;PERDA DE CONTROLE EM VOO;SÃO PAULO;SP;SBMT;INSTRUÇÃO;FINALIZADA
80065;02/05/2021;PTJJH;INCIDENTE GRAVE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;BARÃO DE MELGAÇO;MT;**NI;PRIVADA;FINALIZADA
80069;01/05/2021;PRAYJ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MANAUS;AM;SBEG;REGULAR;FINALIZADA
80067;01/05/2021;PRABR;INCIDENTE;OUTROS;JUNDIAÍ;SP;SBJD;INSTRUÇÃO;FINALIZADA
80063;01/05/2021;PTRSP;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;SBGO;PRIVADA;FINALIZADA
80062;30/04/2021;PTRRK;ACIDENTE;OUTROS;IPIRANGA DO NORTE;MT;***;PRIVADA;FINALIZADA
80061;29/04/2021;PRYRV;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
80056;28/04/2021;PTSKG;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FERNANDÓPOLIS;SP;***;INSTRUÇÃO;FINALIZADA
80068;26/04/2021;PRDMV;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;NAVEGANTES;SC;SBNF;PRIVADA;FINALIZADA
80088;25/04/2021;PPLRA;INCIDENTE;OUTROS;SÃO PAULO;SP;SBMT;INSTRUÇÃO;FINALIZADA
80051;25/04/2021;PTRUH;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPO GRANDE;MS;SBCG;TÁXI AÉREO;FINALIZADA
80045;25/04/2021;PRCRI;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SDAM;PRIVADA;FINALIZADA
80052;24/04/2021;PRWRG;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PRIMAVERA DO LESTE;MT;**NI;AGRÍCOLA;FINALIZADA
80050;24/04/2021;PRDDM;ACIDENTE;PERDA DE CONTROLE EM VOO;SÃO MANUEL;SP;***;AGRÍCOLA;FINALIZADA
80048;24/04/2021;PRJTP;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SDAM;PRIVADA;FINALIZADA
80049;23/04/2021;PPGEM;INCIDENTE;PERDA DE CONTROLE NO SOLO;RESENDE;RJ;SDRS;INSTRUÇÃO;FINALIZADA
80046;23/04/2021;PTFJC;ACIDENTE;PERDA DE CONTROLE EM VOO;ANÁPOLIS;GO;SWNS;INSTRUÇÃO;ATIVA
80044;20/04/2021;PTMEH;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BRASÍLIA;DF;SBBR;TÁXI AÉREO;FINALIZADA
80042;20/04/2021;PRMLA;ACIDENTE;CONTATO ANORMAL COM A PISTA, EXCURSÃO DE PISTA;BELO HORIZONTE;MG;SBBH;PRIVADA;ATIVA
80040;20/04/2021;PTRYS;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BELÉM;PA;SBBE;TÁXI AÉREO;FINALIZADA
80055;16/04/2021;PTOAO;INCIDENTE;COLISÃO NO SOLO;MONTENEGRO;RS;SSNG;PRIVADA;FINALIZADA
80043;16/04/2021;PPZDH;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;VÁRZEA GRANDE;MT;SBCY;EXPERIMENTAL;FINALIZADA
80039;16/04/2021;PRAYV;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
80038;16/04/2021;PRYJA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
80037;15/04/2021;PPGBC;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;PRESIDENTE EPITÁCIO;SP;***;INSTRUÇÃO;FINALIZADA
80035;15/04/2021;PROMW;INCIDENTE;COM CARGAS EXTERNAS;CARAUARI;AM;***;NÃO REGULAR;FINALIZADA
80034;15/04/2021;PRHMR;INCIDENTE GRAVE;OPERAÇÃO A BAIXA ALTITUDE;PONTA PORÃ;MS;***;PRIVADA;FINALIZADA
80095;14/04/2021;PRCHF;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RECIFE;PE;SBRF;INSTRUÇÃO;FINALIZADA
80021;14/04/2021;PTVAN;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;MONTES CLAROS;MG;***;PRIVADA;FINALIZADA
80032;13/04/2021;PTRCG;INCIDENTE GRAVE;EXCURSÃO DE PISTA;SANTA ROSA DO PURUS;AC;SSRA;PRIVADA;FINALIZADA
80030;13/04/2021;PTOOJ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SALVADOR;BA;SBSV;PRIVADA;FINALIZADA
80022;13/04/2021;PPEJO;INCIDENTE;PERDA DE CONTROLE NO SOLO;GOIANÁ;MG;SBZM;POLICIAL;FINALIZADA
80020;13/04/2021;PRCGJ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;VITÓRIA;ES;***;TÁXI AÉREO;FINALIZADA
80029;12/04/2021;PRAUE;INCIDENTE;FOGO/FUMAÇA (SEM IMPACTO);RIO DE JANEIRO;RJ;SBGL;REGULAR;FINALIZADA
80019;12/04/2021;PRSLG;ACIDENTE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;NOVA MUTUM;MT;***;AGRÍCOLA;FINALIZADA
80031;11/04/2021;PUFGG;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;TRÊS PONTAS;MG;***;EXPERIMENTAL;FINALIZADA
80028;09/04/2021;PRAQK;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BRASÍLIA;DF;SBBR;REGULAR;FINALIZADA
80017;09/04/2021;PTRCC;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;GOIÂNIA;GO;**NI;PRIVADA;FINALIZADA
80018;08/04/2021;PRLDG;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;VITÓRIA;ES;SBVT;TÁXI AÉREO;FINALIZADA
80015;08/04/2021;PTOZA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;VITÓRIA;ES;SBVT;INSTRUÇÃO;FINALIZADA
80027;07/04/2021;PRMBF;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
80014;06/04/2021;PRODE;INCIDENTE GRAVE;CONTATO ANORMAL COM A PISTA, FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO VERDE;GO;SWLC;PRIVADA;FINALIZADA
80026;04/04/2021;PRYRI;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;MANAUS;AM;SBEG;REGULAR;FINALIZADA
80011;01/04/2021;PTWQY;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;PLANURA;MG;***;PRIVADA;ATIVA
80033;31/03/2021;PTERO;INCIDENTE GRAVE;INDETERMINADO;CASTANHEIRA;MT;***;PRIVADA;FINALIZADA
80025;31/03/2021;PRAXJ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;BELÉM;PA;SBBE;REGULAR;FINALIZADA
80024;31/03/2021;PRAJY;INCIDENTE;COLISÃO COM AVE;CAMPINAS;SP;SBKP;REGULAR;FINALIZADA
80007;31/03/2021;PUVAS;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;AQUIRAZ;CE;***;PRIVADA;FINALIZADA
80005;31/03/2021;PRZJW;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR, PERDA DE CONTROLE EM VOO;TANGARÁ DA SERRA;MT;SWTS;PRIVADA;ATIVA
80152;29/03/2021;PRALU;INCIDENTE;INCURSÃO EM PISTA;SÃO PAULO;SP;SBSP;PRIVADA;FINALIZADA
80023;29/03/2021;PRAYJ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PORTO ALEGRE;RS;SBPA;REGULAR;FINALIZADA
80012;29/03/2021;PROMQ;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MACAÉ;RJ;**NI;TÁXI AÉREO;FINALIZADA
80002;27/03/2021;PTGPU;ACIDENTE;FOGO/FUMAÇA (SEM IMPACTO);ITABERAÍ;GO;***;AGRÍCOLA;FINALIZADA
80001;27/03/2021;PPSES;INCIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;RIO DE JANEIRO;RJ;***;POLICIAL;FINALIZADA
80004;26/03/2021;PRGJA;INCIDENTE;COLISÃO COM AVE;SÃO PAULO;SP;SBSP;PRIVADA;FINALIZADA
79997;26/03/2021;PRTNT;ACIDENTE;PERDA DE CONTROLE EM VOO;MORRO AGUDO;SP;***;AGRÍCOLA;FINALIZADA
79994;25/03/2021;PRDPM;INCIDENTE GRAVE;OPERAÇÃO A BAIXA ALTITUDE;LENÇÓIS;BA;***;POLICIAL;FINALIZADA
79991;25/03/2021;PPRQY;INCIDENTE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;AMERICANA;SP;SDAI;PRIVADA;FINALIZADA
79996;23/03/2021;PPHQU;ACIDENTE;EXCURSÃO DE PISTA, PERDA DE CONTROLE NO SOLO;PRESIDENTE PRUDENTE;SP;SBDN;INSTRUÇÃO;FINALIZADA
79992;23/03/2021;PUMHB;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;PIRACANJUBA;GO;***;PRIVADA;FINALIZADA
79990;22/03/2021;PTEAC;INCIDENTE GRAVE;EXCURSÃO DE PISTA, FALHA OU MAU FUNCIONAMENTO DO MOTOR;ALTA FLORESTA;MT;SWEN;PRIVADA;FINALIZADA
79989;22/03/2021;PTJGA;INCIDENTE GRAVE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;JI-PARANÁ;RO;SBJI;PRIVADA;FINALIZADA
79988;20/03/2021;PRKKA;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIO DE JANEIRO;RJ;SBGL;PRIVADA;FINALIZADA
79983;20/03/2021;PPGKM;ACIDENTE;EXCURSÃO DE PISTA;SANTO ÂNGELO;RS;SBNM;INSTRUÇÃO;FINALIZADA
79982;20/03/2021;PUAVD;ACIDENTE;PERDA DE CONTROLE EM VOO;CASCAVEL;PR;***;PRIVADA;FINALIZADA
79985;19/03/2021;PRSTD;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SÃO PAULO;SP;SBSP;TÁXI AÉREO;FINALIZADA
79999;18/03/2021;PUGRB;ACIDENTE;INDETERMINADO;AMAJARI;RR;***;PRIVADA;FINALIZADA
80058;17/03/2021;PPEVX;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;PARÁ DE MINAS;MG;***;INSTRUÇÃO;FINALIZADA
79979;16/03/2021;PRMYQ;INCIDENTE;CORTANTE DE VENTO / TEMPESTADE;BELO HORIZONTE;MG;SBCF;REGULAR;FINALIZADA
79977;15/03/2021;PTELG;ACIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;POCONÉ;MT;***;PRIVADA;ATIVA
79975;15/03/2021;PTWRU;INCIDENTE;CONTATO ANORMAL COM A PISTA;MANAUS;AM;SBEG;TÁXI AÉREO;FINALIZADA
80041;14/03/2021;PHBVN;INCIDENTE;OUTROS;GUARULHOS;SP;SBGR;REGULAR;FINALIZADA
79981;14/03/2021;PTOJE;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ALMEIRIM;PA;SBMD;TÁXI AÉREO;FINALIZADA
79973;14/03/2021;PTPKA;ACIDENTE;REBOQUE DE PLANADOR;ERECHIM;RS;**NI;PRIVADA;FINALIZADA
79972;14/03/2021;PRAXH;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;ALTA FLORESTA;MT;SBAT;REGULAR;FINALIZADA
80053;13/03/2021;PTTMB;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SÃO PAULO;SP;SBGR;REGULAR;FINALIZADA
